OrderID,ProductID,ProductName,ProductCategory,Month,DayOfTheMonth,PurchaseCity,QuantityOrdered,TotalRevenue
164148,3486,AAA Batteries (4-pack),Batteries,3,20,Boston,2,5.98
164150,2263,AA Batteries (4-pack),Batteries,3,30,Austin,1,3.84
164151,2181,iPhone,Mobile Phone,3,19,Atlanta,1,700
164152,1249,27in FHD Monitor,Monitor,3,20,New York City,1,149.99
164155,2263,AA Batteries (4-pack),Batteries,3,28,San Francisco,1,3.84
164156,4507,Wired Headphones,Headphone,3,29,Los Angeles,2,23.98
164157,4507,Wired Headphones,Headphone,3,29,Portland,1,11.99
164158,2765,USB-C Charging Cable,Charging Cable,3,17,New York City,1,11.95
164159,2263,AA Batteries (4-pack),Batteries,3,21,Los Angeles,2,7.68
164160,1644,34in Ultrawide Monitor,Monitor,3,30,Los Angeles,1,379.99
164162,1249,27in FHD Monitor,Monitor,3,16,New York City,1,149.99
164163,1249,27in FHD Monitor,Monitor,3,22,Boston,1,149.99
164164,1358,Bose SoundSport Headphones,Headphone,3,18,New York City,1,99.99
164166,2458,Macbook Pro Laptop,Laptop,3,26,San Francisco,1,1700
164168,3486,AAA Batteries (4-pack),Batteries,3,31,Austin,3,8.97
164170,3959,27in 4K Gaming Monitor,Monitor,3,17,San Francisco,1,389.99
164171,4507,Wired Headphones,Headphone,3,30,Los Angeles,1,11.99
164172,1358,Bose SoundSport Headphones,Headphone,3,14,New York City,1,99.99
164173,3639,LG Dryer,Dryer,3,24,New York City,1,600
164174,2181,iPhone,Mobile Phone,3,27,Dallas,1,700
164181,2629,Apple Airpods Headphones,Headphone,3,23,San Francisco,1,150
164182,4507,Wired Headphones,Headphone,3,30,Boston,1,11.99
164185,4507,Wired Headphones,Headphone,3,15,Boston,1,11.99
164186,2181,iPhone,Mobile Phone,3,15,Los Angeles,1,700
164187,2765,USB-C Charging Cable,Charging Cable,3,26,Seattle,1,11.95
164189,2264,Lightning Charging Cable,Charging Cable,3,22,Austin,1,14.95
164190,4507,Wired Headphones,Headphone,3,28,Atlanta,1,11.99
164191,2264,Lightning Charging Cable,Charging Cable,3,17,Seattle,1,14.95
164192,1039,ThinkPad Laptop,Laptop,3,28,San Francisco,1,999.99
164195,2629,Apple Airpods Headphones,Headphone,3,26,Boston,1,150
164198,1644,34in Ultrawide Monitor,Monitor,3,15,San Francisco,1,379.99
164200,2263,AA Batteries (4-pack),Batteries,3,14,San Francisco,2,7.68
164203,2263,AA Batteries (4-pack),Batteries,3,20,San Francisco,1,3.84
164204,2629,Apple Airpods Headphones,Headphone,3,21,Atlanta,1,150
164208,2263,AA Batteries (4-pack),Batteries,3,29,Portland,1,3.84
164209,1358,Bose SoundSport Headphones,Headphone,3,15,San Francisco,1,99.99
164212,1358,Bose SoundSport Headphones,Headphone,3,22,Portland,1,99.99
164214,2264,Lightning Charging Cable,Charging Cable,3,23,Seattle,1,14.95
164216,2263,AA Batteries (4-pack),Batteries,3,24,Atlanta,1,3.84
164217,2263,AA Batteries (4-pack),Batteries,3,21,Boston,1,3.84
164218,4507,Wired Headphones,Headphone,3,15,Los Angeles,1,11.99
164220,1358,Bose SoundSport Headphones,Headphone,3,28,Seattle,1,99.99
164222,3486,AAA Batteries (4-pack),Batteries,3,15,Seattle,2,5.98
164225,1358,Bose SoundSport Headphones,Headphone,3,29,Portland,1,99.99
164227,2263,AA Batteries (4-pack),Batteries,3,25,Atlanta,3,11.52
164229,2459,Google Phone,Mobile Phone,3,30,Dallas,1,600
164230,3959,27in 4K Gaming Monitor,Monitor,3,30,Los Angeles,1,389.99
164231,1644,34in Ultrawide Monitor,Monitor,3,14,Los Angeles,1,379.99
164232,4507,Wired Headphones,Headphone,3,21,Boston,1,11.99
164233,2459,Google Phone,Mobile Phone,3,21,New York City,1,600
164233,2765,USB-C Charging Cable,Charging Cable,3,21,New York City,1,11.95
164235,2263,AA Batteries (4-pack),Batteries,3,23,Seattle,2,7.68
164237,3486,AAA Batteries (4-pack),Batteries,3,16,Atlanta,1,2.99
164238,2765,USB-C Charging Cable,Charging Cable,3,30,Los Angeles,1,11.95
164239,2264,Lightning Charging Cable,Charging Cable,3,24,San Francisco,1,14.95
164240,2629,Apple Airpods Headphones,Headphone,3,13,Dallas,1,150
164241,2765,USB-C Charging Cable,Charging Cable,3,24,Boston,1,11.95
164242,1644,34in Ultrawide Monitor,Monitor,3,25,Portland,1,379.99
164242,2263,AA Batteries (4-pack),Batteries,3,25,Portland,1,3.84
164243,2264,Lightning Charging Cable,Charging Cable,3,31,Boston,1,14.95
164246,3486,AAA Batteries (4-pack),Batteries,3,17,Los Angeles,5,14.95
164247,1644,34in Ultrawide Monitor,Monitor,3,18,San Francisco,1,379.99
164248,3959,27in 4K Gaming Monitor,Monitor,3,28,Los Angeles,1,389.99
164249,2765,USB-C Charging Cable,Charging Cable,3,20,Atlanta,1,11.95
164250,2629,Apple Airpods Headphones,Headphone,3,31,Atlanta,1,150
164254,1644,34in Ultrawide Monitor,Monitor,3,26,Seattle,1,379.99
164255,1445,20in Monitor,Monitor,3,25,Boston,1,109.99
164256,1644,34in Ultrawide Monitor,Monitor,3,25,Los Angeles,1,379.99
164257,2765,USB-C Charging Cable,Charging Cable,3,23,Boston,2,23.9
164258,4507,Wired Headphones,Headphone,3,23,Los Angeles,1,11.99
164259,3959,27in 4K Gaming Monitor,Monitor,3,25,Austin,1,389.99
164260,3486,AAA Batteries (4-pack),Batteries,3,21,San Francisco,3,8.97
164261,3959,27in 4K Gaming Monitor,Monitor,3,13,Los Angeles,1,389.99
164264,3959,27in 4K Gaming Monitor,Monitor,3,25,San Francisco,1,389.99
164265,2264,Lightning Charging Cable,Charging Cable,3,31,Los Angeles,1,14.95
164265,2388,Flatscreen TV,Monitor,3,31,Los Angeles,1,300
164266,2458,Macbook Pro Laptop,Laptop,3,22,Boston,1,1700
164267,2264,Lightning Charging Cable,Charging Cable,3,18,Los Angeles,1,14.95
164268,1644,34in Ultrawide Monitor,Monitor,3,19,New York City,1,379.99
164270,2181,iPhone,Mobile Phone,3,31,San Francisco,1,700
164271,2459,Google Phone,Mobile Phone,3,19,Portland,1,600
164272,4616,LG Washing Machine,Washing Machine,3,20,San Francisco,1,600
164273,2181,iPhone,Mobile Phone,3,15,San Francisco,1,700
164273,2264,Lightning Charging Cable,Charging Cable,3,15,San Francisco,1,14.95
164274,4507,Wired Headphones,Headphone,3,25,Los Angeles,1,11.99
164275,2263,AA Batteries (4-pack),Batteries,3,29,Los Angeles,2,7.68
164276,1249,27in FHD Monitor,Monitor,3,31,Austin,1,149.99
164277,3486,AAA Batteries (4-pack),Batteries,3,22,San Francisco,1,2.99
164278,1644,34in Ultrawide Monitor,Monitor,3,14,Boston,1,379.99
164282,2264,Lightning Charging Cable,Charging Cable,3,31,San Francisco,2,29.9
164283,2263,AA Batteries (4-pack),Batteries,3,15,Atlanta,1,3.84
164284,1249,27in FHD Monitor,Monitor,3,21,New York City,1,149.99
164285,1445,20in Monitor,Monitor,3,24,Portland,1,109.99
164286,2765,USB-C Charging Cable,Charging Cable,3,18,San Francisco,1,11.95
164287,1644,34in Ultrawide Monitor,Monitor,3,23,Dallas,1,379.99
164288,3486,AAA Batteries (4-pack),Batteries,3,19,New York City,1,2.99
164289,2765,USB-C Charging Cable,Charging Cable,3,19,Austin,1,11.95
164290,1358,Bose SoundSport Headphones,Headphone,3,29,Los Angeles,1,99.99
164292,2629,Apple Airpods Headphones,Headphone,3,28,New York City,1,150
164293,1445,20in Monitor,Monitor,3,28,Los Angeles,1,109.99
164294,2264,Lightning Charging Cable,Charging Cable,3,18,San Francisco,1,14.95
164296,4507,Wired Headphones,Headphone,3,25,San Francisco,1,11.99
164299,2629,Apple Airpods Headphones,Headphone,3,18,Seattle,1,150
164300,2263,AA Batteries (4-pack),Batteries,3,28,San Francisco,1,3.84
164301,4507,Wired Headphones,Headphone,3,22,San Francisco,1,11.99
164302,2264,Lightning Charging Cable,Charging Cable,3,26,Portland,1,14.95
164303,2264,Lightning Charging Cable,Charging Cable,3,25,Los Angeles,1,14.95
164305,2629,Apple Airpods Headphones,Headphone,3,16,Atlanta,1,150
164307,2629,Apple Airpods Headphones,Headphone,3,15,Los Angeles,1,150
164308,1358,Bose SoundSport Headphones,Headphone,3,21,San Francisco,1,99.99
164311,2263,AA Batteries (4-pack),Batteries,3,19,San Francisco,1,3.84
164312,2629,Apple Airpods Headphones,Headphone,3,13,San Francisco,1,150
164313,3486,AAA Batteries (4-pack),Batteries,3,26,Los Angeles,1,2.99
164314,1358,Bose SoundSport Headphones,Headphone,3,24,San Francisco,1,99.99
164315,3959,27in 4K Gaming Monitor,Monitor,3,19,New York City,1,389.99
164318,4507,Wired Headphones,Headphone,3,22,Dallas,1,11.99
164320,1358,Bose SoundSport Headphones,Headphone,3,23,Los Angeles,1,99.99
164321,2459,Google Phone,Mobile Phone,3,24,San Francisco,1,600
164323,2765,USB-C Charging Cable,Charging Cable,3,15,Dallas,1,11.95
164324,3486,AAA Batteries (4-pack),Batteries,3,28,San Francisco,2,5.98
164325,3959,27in 4K Gaming Monitor,Monitor,3,17,Seattle,1,389.99
164326,1358,Bose SoundSport Headphones,Headphone,3,19,New York City,1,99.99
164328,2264,Lightning Charging Cable,Charging Cable,3,23,San Francisco,1,14.95
164329,4616,LG Washing Machine,Washing Machine,3,17,Boston,1,600
164330,2263,AA Batteries (4-pack),Batteries,3,20,Los Angeles,2,7.68
164331,2629,Apple Airpods Headphones,Headphone,3,27,San Francisco,1,150
164331,1445,20in Monitor,Monitor,3,27,San Francisco,1,109.99
164332,2263,AA Batteries (4-pack),Batteries,3,20,Dallas,2,7.68
164333,1249,27in FHD Monitor,Monitor,3,31,San Francisco,1,149.99
164334,1644,34in Ultrawide Monitor,Monitor,3,18,San Francisco,1,379.99
164335,2629,Apple Airpods Headphones,Headphone,3,21,Los Angeles,1,150
164336,1039,ThinkPad Laptop,Laptop,3,22,San Francisco,1,999.99
164340,2629,Apple Airpods Headphones,Headphone,3,28,Boston,1,150
164341,2263,AA Batteries (4-pack),Batteries,3,19,New York City,3,11.52
164344,1249,27in FHD Monitor,Monitor,3,13,San Francisco,1,149.99
164345,2388,Flatscreen TV,Monitor,3,13,Boston,1,300
164346,1249,27in FHD Monitor,Monitor,3,25,San Francisco,1,149.99
164349,2765,USB-C Charging Cable,Charging Cable,3,14,Los Angeles,1,11.95
164350,2264,Lightning Charging Cable,Charging Cable,3,24,Dallas,1,14.95
164351,2181,iPhone,Mobile Phone,3,14,San Francisco,1,700
164351,2264,Lightning Charging Cable,Charging Cable,3,14,San Francisco,1,14.95
164351,4507,Wired Headphones,Headphone,3,14,San Francisco,1,11.99
164352,1358,Bose SoundSport Headphones,Headphone,3,23,Dallas,1,99.99
164355,2264,Lightning Charging Cable,Charging Cable,3,15,New York City,1,14.95
164357,2765,USB-C Charging Cable,Charging Cable,3,23,San Francisco,1,11.95
164358,2264,Lightning Charging Cable,Charging Cable,3,25,Boston,1,14.95
164362,4507,Wired Headphones,Headphone,3,24,Boston,1,11.99
164363,2264,Lightning Charging Cable,Charging Cable,3,22,Boston,1,14.95
164363,1358,Bose SoundSport Headphones,Headphone,3,22,Boston,1,99.99
164364,2264,Lightning Charging Cable,Charging Cable,3,29,Los Angeles,1,14.95
164365,1644,34in Ultrawide Monitor,Monitor,3,13,Los Angeles,1,379.99
164366,1249,27in FHD Monitor,Monitor,3,30,Atlanta,1,149.99
164367,1445,20in Monitor,Monitor,3,16,Los Angeles,1,109.99
164368,2263,AA Batteries (4-pack),Batteries,3,16,Los Angeles,1,3.84
164371,2263,AA Batteries (4-pack),Batteries,3,24,Boston,2,7.68
164372,1358,Bose SoundSport Headphones,Headphone,3,28,New York City,1,99.99
164373,2765,USB-C Charging Cable,Charging Cable,3,18,Los Angeles,1,11.95
164374,3486,AAA Batteries (4-pack),Batteries,3,29,New York City,2,5.98
164375,2629,Apple Airpods Headphones,Headphone,3,28,San Francisco,1,150
164376,2264,Lightning Charging Cable,Charging Cable,3,19,Seattle,1,14.95
164377,2765,USB-C Charging Cable,Charging Cable,3,19,Dallas,1,11.95
164380,2388,Flatscreen TV,Monitor,3,31,San Francisco,1,300
164382,4507,Wired Headphones,Headphone,3,29,Boston,1,11.99
164383,2765,USB-C Charging Cable,Charging Cable,3,15,Boston,1,11.95
164384,2458,Macbook Pro Laptop,Laptop,3,18,Los Angeles,1,1700
164386,2765,USB-C Charging Cable,Charging Cable,3,29,Los Angeles,1,11.95
164388,1358,Bose SoundSport Headphones,Headphone,3,17,Boston,1,99.99
164389,2263,AA Batteries (4-pack),Batteries,3,31,Dallas,1,3.84
164390,2263,AA Batteries (4-pack),Batteries,3,15,New York City,1,3.84
164391,2181,iPhone,Mobile Phone,3,28,Dallas,1,700
164392,2765,USB-C Charging Cable,Charging Cable,3,13,Boston,1,11.95
164393,2629,Apple Airpods Headphones,Headphone,3,25,Atlanta,1,150
164396,4507,Wired Headphones,Headphone,3,15,Dallas,1,11.99
164399,2263,AA Batteries (4-pack),Batteries,3,21,Seattle,2,7.68
164400,1358,Bose SoundSport Headphones,Headphone,3,31,New York City,1,99.99
164402,2263,AA Batteries (4-pack),Batteries,3,19,Atlanta,1,3.84
164404,2263,AA Batteries (4-pack),Batteries,3,29,San Francisco,1,3.84
164406,2263,AA Batteries (4-pack),Batteries,3,24,Dallas,1,3.84
164409,2459,Google Phone,Mobile Phone,3,26,Los Angeles,1,600
164411,2181,iPhone,Mobile Phone,3,14,San Francisco,1,700
164413,2263,AA Batteries (4-pack),Batteries,3,29,Portland,1,3.84
164415,2765,USB-C Charging Cable,Charging Cable,3,28,New York City,1,11.95
164418,1644,34in Ultrawide Monitor,Monitor,3,26,Atlanta,1,379.99
164419,2263,AA Batteries (4-pack),Batteries,3,31,San Francisco,1,3.84
164420,1358,Bose SoundSport Headphones,Headphone,3,14,Los Angeles,1,99.99
164421,1249,27in FHD Monitor,Monitor,3,28,Portland,1,149.99
164423,3959,27in 4K Gaming Monitor,Monitor,3,15,New York City,1,389.99
164426,4507,Wired Headphones,Headphone,3,27,San Francisco,1,11.99
164428,1039,ThinkPad Laptop,Laptop,3,21,New York City,1,999.99
164429,3486,AAA Batteries (4-pack),Batteries,3,27,Boston,1,2.99
164430,1358,Bose SoundSport Headphones,Headphone,3,14,San Francisco,1,99.99
164432,2263,AA Batteries (4-pack),Batteries,3,18,Atlanta,1,3.84
164433,2765,USB-C Charging Cable,Charging Cable,3,19,San Francisco,1,11.95
164434,3486,AAA Batteries (4-pack),Batteries,3,21,Los Angeles,1,2.99
164435,2629,Apple Airpods Headphones,Headphone,3,24,Atlanta,1,150
164438,2263,AA Batteries (4-pack),Batteries,3,29,Dallas,2,7.68
164439,2765,USB-C Charging Cable,Charging Cable,3,23,Los Angeles,1,11.95
164441,2181,iPhone,Mobile Phone,3,19,New York City,1,700
164441,2264,Lightning Charging Cable,Charging Cable,3,19,New York City,1,14.95
164442,2263,AA Batteries (4-pack),Batteries,3,27,Atlanta,1,3.84
164443,2765,USB-C Charging Cable,Charging Cable,3,27,Los Angeles,1,11.95
164444,2765,USB-C Charging Cable,Charging Cable,3,22,Dallas,1,11.95
164445,3486,AAA Batteries (4-pack),Batteries,3,26,San Francisco,2,5.98
164449,2765,USB-C Charging Cable,Charging Cable,3,13,New York City,1,11.95
164452,2765,USB-C Charging Cable,Charging Cable,3,20,San Francisco,1,11.95
164454,2459,Google Phone,Mobile Phone,3,23,Atlanta,1,600
164454,1358,Bose SoundSport Headphones,Headphone,3,23,Atlanta,1,99.99
164456,1249,27in FHD Monitor,Monitor,3,17,New York City,1,149.99
164457,4507,Wired Headphones,Headphone,3,27,New York City,1,11.99
164459,3486,AAA Batteries (4-pack),Batteries,3,29,San Francisco,1,2.99
164460,4507,Wired Headphones,Headphone,3,15,Seattle,1,11.99
164464,2264,Lightning Charging Cable,Charging Cable,3,13,San Francisco,1,14.95
164467,2264,Lightning Charging Cable,Charging Cable,3,31,Los Angeles,1,14.95
164469,4507,Wired Headphones,Headphone,3,29,Dallas,1,11.99
164472,1644,34in Ultrawide Monitor,Monitor,3,27,Seattle,1,379.99
164473,3486,AAA Batteries (4-pack),Batteries,3,14,Los Angeles,2,5.98
164474,2629,Apple Airpods Headphones,Headphone,3,25,Dallas,1,150
164475,1358,Bose SoundSport Headphones,Headphone,3,23,San Francisco,1,99.99
164478,2629,Apple Airpods Headphones,Headphone,3,23,Atlanta,1,150
164480,2264,Lightning Charging Cable,Charging Cable,3,29,Austin,1,14.95
164482,2629,Apple Airpods Headphones,Headphone,3,22,Austin,1,150
164484,2459,Google Phone,Mobile Phone,3,31,Los Angeles,1,600
164484,2765,USB-C Charging Cable,Charging Cable,3,31,Los Angeles,1,11.95
164485,2263,AA Batteries (4-pack),Batteries,3,17,Austin,2,7.68
164487,2263,AA Batteries (4-pack),Batteries,3,14,New York City,1,3.84
164488,1644,34in Ultrawide Monitor,Monitor,3,26,Seattle,1,379.99
164489,2388,Flatscreen TV,Monitor,3,14,San Francisco,1,300
164490,1358,Bose SoundSport Headphones,Headphone,3,17,Los Angeles,1,99.99
164492,2263,AA Batteries (4-pack),Batteries,3,24,San Francisco,2,7.68
164493,1358,Bose SoundSport Headphones,Headphone,3,25,New York City,1,99.99
164494,2263,AA Batteries (4-pack),Batteries,3,30,San Francisco,1,3.84
164495,2264,Lightning Charging Cable,Charging Cable,3,23,Seattle,1,14.95
164497,1644,34in Ultrawide Monitor,Monitor,3,29,Atlanta,1,379.99
164498,2264,Lightning Charging Cable,Charging Cable,3,26,San Francisco,1,14.95
164501,1445,20in Monitor,Monitor,3,22,Los Angeles,1,109.99
164502,2629,Apple Airpods Headphones,Headphone,3,30,San Francisco,1,150
164504,1358,Bose SoundSport Headphones,Headphone,3,21,Los Angeles,1,99.99
164505,1445,20in Monitor,Monitor,3,19,Dallas,1,109.99
164508,3959,27in 4K Gaming Monitor,Monitor,3,23,San Francisco,1,389.99
164509,3959,27in 4K Gaming Monitor,Monitor,3,22,Austin,1,389.99
164512,1249,27in FHD Monitor,Monitor,3,14,New York City,1,149.99
164514,1249,27in FHD Monitor,Monitor,3,16,New York City,1,149.99
164516,2629,Apple Airpods Headphones,Headphone,3,16,Dallas,1,150
164517,3486,AAA Batteries (4-pack),Batteries,3,15,Austin,1,2.99
164518,3486,AAA Batteries (4-pack),Batteries,3,15,San Francisco,2,5.98
164520,1358,Bose SoundSport Headphones,Headphone,3,13,Los Angeles,1,99.99
164522,1445,20in Monitor,Monitor,3,29,Los Angeles,1,109.99
164523,2629,Apple Airpods Headphones,Headphone,3,16,Los Angeles,1,150
164524,1644,34in Ultrawide Monitor,Monitor,3,15,Boston,1,379.99
164525,2765,USB-C Charging Cable,Charging Cable,3,28,San Francisco,1,11.95
164526,2264,Lightning Charging Cable,Charging Cable,3,30,Seattle,1,14.95
164527,2765,USB-C Charging Cable,Charging Cable,3,13,Dallas,1,11.95
164529,2264,Lightning Charging Cable,Charging Cable,3,30,New York City,1,14.95
164534,2765,USB-C Charging Cable,Charging Cable,3,18,Los Angeles,1,11.95
164535,2263,AA Batteries (4-pack),Batteries,3,30,Dallas,1,3.84
164536,3486,AAA Batteries (4-pack),Batteries,3,27,Boston,3,8.97
164538,2765,USB-C Charging Cable,Charging Cable,3,27,Atlanta,1,11.95
164540,3959,27in 4K Gaming Monitor,Monitor,3,30,Boston,1,389.99
164542,3959,27in 4K Gaming Monitor,Monitor,3,15,Boston,1,389.99
164543,3959,27in 4K Gaming Monitor,Monitor,3,31,New York City,1,389.99
164544,2263,AA Batteries (4-pack),Batteries,3,25,Boston,1,3.84
164546,3959,27in 4K Gaming Monitor,Monitor,3,17,San Francisco,1,389.99
164547,2263,AA Batteries (4-pack),Batteries,3,13,Portland,2,7.68
164548,2263,AA Batteries (4-pack),Batteries,3,23,Los Angeles,1,3.84
164549,3959,27in 4K Gaming Monitor,Monitor,3,19,San Francisco,1,389.99
164550,3486,AAA Batteries (4-pack),Batteries,3,15,Portland,2,5.98
164551,1358,Bose SoundSport Headphones,Headphone,3,20,San Francisco,1,99.99
164558,2765,USB-C Charging Cable,Charging Cable,3,17,Atlanta,1,11.95
164559,3486,AAA Batteries (4-pack),Batteries,3,25,Los Angeles,4,11.96
164560,2459,Google Phone,Mobile Phone,3,30,Boston,1,600
164563,2458,Macbook Pro Laptop,Laptop,3,25,Seattle,1,1700
164565,1644,34in Ultrawide Monitor,Monitor,3,30,San Francisco,1,379.99
164566,2459,Google Phone,Mobile Phone,3,17,Dallas,1,600
164567,2765,USB-C Charging Cable,Charging Cable,3,18,Los Angeles,1,11.95
164568,2264,Lightning Charging Cable,Charging Cable,3,27,San Francisco,1,14.95
164569,2765,USB-C Charging Cable,Charging Cable,3,18,New York City,1,11.95
164570,2264,Lightning Charging Cable,Charging Cable,3,31,New York City,2,29.9
164573,3959,27in 4K Gaming Monitor,Monitor,3,20,New York City,1,389.99
164574,2264,Lightning Charging Cable,Charging Cable,3,29,Dallas,3,44.85
164575,2765,USB-C Charging Cable,Charging Cable,3,27,Austin,1,11.95
164576,2629,Apple Airpods Headphones,Headphone,3,21,San Francisco,1,150
164580,3959,27in 4K Gaming Monitor,Monitor,3,13,Los Angeles,1,389.99
164581,4507,Wired Headphones,Headphone,3,15,San Francisco,1,11.99
164582,1644,34in Ultrawide Monitor,Monitor,3,17,San Francisco,1,379.99
164583,4507,Wired Headphones,Headphone,3,24,Boston,1,11.99
164584,2765,USB-C Charging Cable,Charging Cable,3,20,Austin,1,11.95
164586,2629,Apple Airpods Headphones,Headphone,3,24,New York City,1,150
164587,2264,Lightning Charging Cable,Charging Cable,3,16,Los Angeles,1,14.95
164589,2264,Lightning Charging Cable,Charging Cable,3,13,Seattle,1,14.95
164590,2264,Lightning Charging Cable,Charging Cable,3,27,Los Angeles,1,14.95
164591,2388,Flatscreen TV,Monitor,3,21,Los Angeles,1,300
164592,2263,AA Batteries (4-pack),Batteries,3,21,San Francisco,1,3.84
164593,1358,Bose SoundSport Headphones,Headphone,3,16,San Francisco,1,99.99
164596,2263,AA Batteries (4-pack),Batteries,3,21,Los Angeles,1,3.84
164597,2263,AA Batteries (4-pack),Batteries,3,19,Atlanta,1,3.84
164598,2181,iPhone,Mobile Phone,3,13,Boston,1,700
164599,2263,AA Batteries (4-pack),Batteries,3,23,San Francisco,1,3.84
164603,2629,Apple Airpods Headphones,Headphone,3,22,Los Angeles,1,150
164605,2263,AA Batteries (4-pack),Batteries,3,29,Los Angeles,1,3.84
164608,1358,Bose SoundSport Headphones,Headphone,3,24,Dallas,1,99.99
164609,2263,AA Batteries (4-pack),Batteries,3,30,San Francisco,1,3.84
164610,1249,27in FHD Monitor,Monitor,3,24,Los Angeles,1,149.99
164612,2181,iPhone,Mobile Phone,3,22,New York City,1,700
164613,2765,USB-C Charging Cable,Charging Cable,3,29,Los Angeles,1,11.95
164615,2765,USB-C Charging Cable,Charging Cable,3,17,San Francisco,1,11.95
164616,3486,AAA Batteries (4-pack),Batteries,3,22,Los Angeles,1,2.99
164617,2388,Flatscreen TV,Monitor,3,16,San Francisco,1,300
164619,2181,iPhone,Mobile Phone,3,26,Atlanta,1,700
164620,2181,iPhone,Mobile Phone,3,25,Dallas,1,700
164621,3486,AAA Batteries (4-pack),Batteries,3,30,Seattle,2,5.98
164622,1644,34in Ultrawide Monitor,Monitor,3,28,Atlanta,1,379.99
164623,2263,AA Batteries (4-pack),Batteries,3,20,Portland,2,7.68
164624,3486,AAA Batteries (4-pack),Batteries,3,31,New York City,2,5.98
164625,2629,Apple Airpods Headphones,Headphone,3,28,San Francisco,1,150
164628,1445,20in Monitor,Monitor,3,24,San Francisco,1,109.99
164629,3959,27in 4K Gaming Monitor,Monitor,3,13,San Francisco,1,389.99
164631,4507,Wired Headphones,Headphone,3,16,Los Angeles,1,11.99
164632,1358,Bose SoundSport Headphones,Headphone,3,23,Portland,1,99.99
164636,2458,Macbook Pro Laptop,Laptop,3,22,Boston,1,1700
164637,3486,AAA Batteries (4-pack),Batteries,3,26,Los Angeles,1,2.99
164638,2765,USB-C Charging Cable,Charging Cable,3,19,San Francisco,1,11.95
164640,2629,Apple Airpods Headphones,Headphone,3,24,Austin,1,150
164641,2765,USB-C Charging Cable,Charging Cable,3,20,Los Angeles,1,11.95
164645,3486,AAA Batteries (4-pack),Batteries,3,14,New York City,1,2.99
164647,2765,USB-C Charging Cable,Charging Cable,3,23,Portland,1,11.95
164648,2263,AA Batteries (4-pack),Batteries,3,15,New York City,1,3.84
164649,3486,AAA Batteries (4-pack),Batteries,3,31,Austin,1,2.99
164650,2264,Lightning Charging Cable,Charging Cable,3,26,Los Angeles,2,29.9
164651,2629,Apple Airpods Headphones,Headphone,3,17,San Francisco,1,150
164652,2765,USB-C Charging Cable,Charging Cable,3,16,Seattle,1,11.95
164653,2264,Lightning Charging Cable,Charging Cable,3,17,Portland,1,14.95
164654,1358,Bose SoundSport Headphones,Headphone,3,22,San Francisco,1,99.99
164655,1249,27in FHD Monitor,Monitor,3,22,Atlanta,1,149.99
164657,2263,AA Batteries (4-pack),Batteries,3,27,San Francisco,1,3.84
164658,2765,USB-C Charging Cable,Charging Cable,3,21,San Francisco,1,11.95
164659,3486,AAA Batteries (4-pack),Batteries,3,25,New York City,2,5.98
164659,2765,USB-C Charging Cable,Charging Cable,3,25,New York City,1,11.95
164661,2629,Apple Airpods Headphones,Headphone,3,31,New York City,1,150
164663,2263,AA Batteries (4-pack),Batteries,3,25,Boston,1,3.84
164664,1358,Bose SoundSport Headphones,Headphone,3,27,Seattle,1,99.99
164665,4507,Wired Headphones,Headphone,3,13,San Francisco,1,11.99
164666,2264,Lightning Charging Cable,Charging Cable,3,20,Boston,1,14.95
164667,2264,Lightning Charging Cable,Charging Cable,3,21,San Francisco,2,29.9
164668,2181,iPhone,Mobile Phone,3,21,San Francisco,1,700
164672,2629,Apple Airpods Headphones,Headphone,3,18,Atlanta,1,150
164673,3639,LG Dryer,Dryer,3,29,Seattle,1,600
164674,3486,AAA Batteries (4-pack),Batteries,3,29,New York City,1,2.99
164675,2388,Flatscreen TV,Monitor,3,28,San Francisco,1,300
164676,1445,20in Monitor,Monitor,3,14,Atlanta,1,109.99
164681,4507,Wired Headphones,Headphone,3,27,Portland,1,11.99
164682,2629,Apple Airpods Headphones,Headphone,3,22,Austin,1,150
164683,2629,Apple Airpods Headphones,Headphone,3,28,Los Angeles,1,150
164684,2263,AA Batteries (4-pack),Batteries,3,25,Seattle,1,3.84
164685,1644,34in Ultrawide Monitor,Monitor,3,31,Los Angeles,1,379.99
164686,1445,20in Monitor,Monitor,3,29,Seattle,1,109.99
164695,4507,Wired Headphones,Headphone,3,28,Boston,1,11.99
164696,4507,Wired Headphones,Headphone,3,15,Atlanta,1,11.99
164697,1445,20in Monitor,Monitor,3,24,Dallas,1,109.99
164699,4507,Wired Headphones,Headphone,3,13,Dallas,1,11.99
164701,2765,USB-C Charging Cable,Charging Cable,3,16,Los Angeles,1,11.95
164703,4507,Wired Headphones,Headphone,3,19,Austin,1,11.99
164704,2765,USB-C Charging Cable,Charging Cable,3,26,Seattle,1,11.95
164705,2388,Flatscreen TV,Monitor,3,26,San Francisco,1,300
164708,2765,USB-C Charging Cable,Charging Cable,3,25,Los Angeles,2,23.9
164709,2263,AA Batteries (4-pack),Batteries,3,13,Seattle,2,7.68
164710,2629,Apple Airpods Headphones,Headphone,3,23,San Francisco,1,150
164710,1358,Bose SoundSport Headphones,Headphone,3,23,San Francisco,1,99.99
164712,3486,AAA Batteries (4-pack),Batteries,3,29,Austin,3,8.97
164713,2459,Google Phone,Mobile Phone,3,31,San Francisco,1,600
164713,1358,Bose SoundSport Headphones,Headphone,3,31,San Francisco,1,99.99
